Time,ID, Address, FType,X,Y,Z,GWDist,Data Rate, Tx Power, Tx,CTx,UCTx, Rx,CRx,UCRx, HD-CUL,HD-UUL, TXdl,Rxdl, Rx1, Rx2, Rx1_s, Rx2_s, Rx1_dc, Rx2_dc, MaxOT, OT
3600,4,0000001|0000000000000000000000000,2,-79.7291,367.992,1,142.405,5,14,9,0,9,5,0,5,0,2,0,0,0,0,0,0,0,0
3600,5,0000001|0000000000000000000000001,4,268.802,463.394,1,343.208,1,14,11,11,0,11,11,0,0,0,9,5,5,4,2,3,0,0
3600,6,0000001|0000000000000000000000010,2,-127.972,321.255,1,146.473,5,14,15,1,14,11,1,10,0,1,1,1,0,1,0,1,0,0
3600,7,0000001|0000000000000000000000011,2,-45.7616,131.434,1,127.091,4,14,9,0,9,9,0,9,0,0,0,0,0,0,0,0,0,0
3600,8,0000001|0000000000000000000000100,2,173.29,-332.018,1,340.764,1,14,12,1,11,8,0,8,0,1,0,0,0,0,0,0,0,0
3600,9,0000001|0000000000000000000000101,2,60.3002,498.083,1,255.307,3,14,9,0,9,6,0,6,0,1,0,0,0,0,0,0,0,0
3600,10,0000001|0000000000000000000000110,4,321.264,268.561,1,277.856,1,14,10,10,0,9,9,0,1,0,6,5,2,4,1,4,0,0
3600,11,0000001|0000000000000000000000111,2,-201.182,-363.003,1,366.271,0,14,10,1,9,7,0,7,1,1,0,0,0,0,0,0,0,0
3600,12,0000001|0000000000000000000001000,2,-235.014,-196.458,1,197.029,4,14,16,1,15,12,1,11,0,0,0,0,0,0,0,0,0,0
3600,13,0000001|0000000000000000000001001,4,286.817,-4.68201,1,37.1164,5,14,9,9,0,8,8,0,1,0,5,5,1,4,1,4,0,0
3600,14,0000001|0000000000000000000001010,4,-156.345,120.631,1,152.719,4,14,15,15,0,13,13,0,1,0,7,7,1,6,1,6,0,0
3600,15,0000001|0000000000000000000001011,2,-137.28,440.281,1,234.634,2,14,13,1,12,11,1,10,0,0,1,1,0,1,0,1,0,0
3600,16,0000001|0000000000000000000001100,2,212.075,496.261,1,324.993,3,14,9,0,9,8,0,8,0,0,0,0,0,0,0,0,0,0
3600,17,0000001|0000000000000000000001101,2,-9.62559,-488.531,1,544.466,0,14,10,1,9,9,1,8,0,1,0,0,0,0,0,0,0,0
3600,18,0000001|0000000000000000000001110,4,404.599,-172.352,1,231.53,4,14,12,12,0,10,10,0,0,0,5,4,3,2,2,2,0,0
3600,19,0000001|0000000000000000000001111,2,-315.654,384.095,1,342.957,2,14,13,1,12,11,1,10,0,0,1,1,1,0,1,0,0,0
3600,20,0000001|0000000000000000000010000,2,-395.717,231.97,1,273.941,2,14,12,1,11,9,0,9,0,0,0,0,0,0,0,0,0,0
3600,21,0000001|0000000000000000000010001,2,89.8786,-116.753,1,198.167,4,14,12,1,11,11,1,10,0,0,1,1,1,0,1,0,0,0
3600,22,0000001|0000000000000000000010010,2,312.639,-402.273,1,407.121,0,14,10,1,9,7,1,6,0,0,1,1,0,1,0,1,0,0
3600,23,0000001|0000000000000000000010011,4,-450.251,-283.655,1,347.219,0,14,12,12,0,11,11,0,0,0,8,5,3,5,1,4,0,0
3600,24,0000001|0000000000000000000010100,4,-174.662,27.5551,1,80.2205,5,14,9,9,0,8,8,0,0,0,5,5,1,4,1,4,0,0
3600,25,0000001|0000000000000000000010101,4,449.393,235.607,1,308.656,2,14,11,11,0,7,7,0,0,0,5,2,2,3,0,2,0,0
3600,26,0000001|0000000000000000000010110,2,-325.344,-195.612,1,209.621,2,14,18,1,17,16,1,15,0,1,1,1,1,0,1,0,0,0
3600,27,0000001|0000000000000000000010111,2,-42.2926,442.989,1,197.569,3,14,7,0,7,6,0,6,0,0,0,0,0,0,0,0,0,0
3600,28,0000001|0000000000000000000011000,2,-278.027,-399.261,1,400.244,0,14,12,1,11,12,1,11,0,0,1,1,1,0,1,0,0,0
3600,29,0000001|0000000000000000000011001,4,-157.144,-386.747,1,397.738,0,14,7,7,0,7,7,0,0,0,4,3,1,3,1,2,0,0
3600,30,0000001|0000000000000000000011010,2,194.313,-411.455,1,415.207,0,14,12,1,11,10,1,9,0,0,1,0,1,0,0,0,0,0
3600,31,0000001|0000000000000000000011011,2,-336.364,93.8163,1,127.517,5,14,13,1,12,12,1,11,0,0,1,1,0,1,0,1,0,0
3600,32,0000001|0000000000000000000011100,2,175.888,-332.912,1,341.062,1,14,13,1,12,12,1,11,0,0,1,1,1,0,1,0,0,0
3600,33,0000001|0000000000000000000011101,4,-325.267,-296.005,1,305.425,1,14,9,9,0,7,7,0,1,0,6,5,3,3,2,3,0,0
3600,34,0000001|0000000000000000000011110,2,236.575,-468.976,1,469.168,0,14,9,0,9,6,0,6,0,1,0,0,0,0,0,0,0,0
3600,35,0000001|0000000000000000000011111,2,-41.8074,-12.1125,1,208.545,3,14,15,1,14,13,1,12,0,1,1,0,0,1,0,0,0,0
3600,36,0000001|0000000000000000000100000,2,-162.196,275.193,1,164.142,4,14,7,0,7,7,0,7,0,0,0,0,0,0,0,0,0,0
3600,37,0000001|0000000000000000000100001,2,184.142,-256.168,1,264.499,1,14,9,0,9,8,0,8,0,0,0,0,0,0,0,0,0,0
3600,38,0000001|0000000000000000000100010,2,-271.398,53.2112,1,57.3545,5,14,8,0,8,8,0,8,0,0,0,0,0,0,0,0,0,0
3600,39,0000001|0000000000000000000100011,4,-290.275,457.16,1,356.616,0,14,8,8,0,6,6,0,0,0,5,4,2,3,2,2,0,0
3600,40,0000001|0000000000000000000100100,2,35.8639,199.744,1,61.7427,5,14,11,1,10,10,0,10,1,0,0,0,0,0,0,0,0,0
3600,41,0000001|0000000000000000000100101,2,-340.735,-53.8723,1,105.524,5,14,10,1,9,6,1,5,0,1,1,1,0,1,0,1,0,0
3600,42,0000001|0000000000000000000100110,2,-136.225,-33.1736,1,118.513,5,14,11,1,10,11,1,10,0,0,1,0,0,1,0,0,0,0
3600,43,0000001|0000000000000000000100111,2,482.234,-329.973,1,403.503,2,14,8,0,8,4,0,4,0,1,0,0,0,0,0,0,0,0
3600,44,0000001|0000000000000000000101000,4,-47.513,137.822,1,121.826,5,14,3,3,0,3,3,0,0,0,3,3,3,0,3,0,0,0
3600,45,0000001|0000000000000000000101001,2,-140.918,334.306,1,164.213,4,14,6,0,6,4,0,4,0,0,0,0,0,0,0,0,0,0
3600,46,0000001|0000000000000000000101010,4,286.843,-32.3899,1,49.0585,5,14,17,17,0,17,17,0,0,0,12,12,4,8,4,8,0,0
3600,47,0000001|0000000000000000000101011,4,472.366,-82.2672,1,237.097,3,14,7,7,0,6,6,0,0,0,4,4,1,3,1,3,0,0
3600,48,0000001|0000000000000000000101100,2,-170.907,-249.467,1,261.705,0,14,11,1,10,10,0,10,1,0,0,0,0,0,0,0,0,0
