Time,ID, Address, FType,X,Y,Z,GWDist,Data Rate, Tx Power, Tx,CTx,UCTx, Rx,CRx,UCRx, HD-CUL,HD-UUL, TXdl,Rxdl, Rx1, Rx2, Rx1_s, Rx2_s, Rx1_dc, Rx2_dc, MaxOT, OT
3600,2,0000001|0000000000000000000000000,4,-79.7291,367.992,1,376.53,0,14,8,8,0,4,4,0,2,0,1,1,0,1,0,1,0,0
3600,3,0000001|0000000000000000000000001,2,268.802,463.394,1,535.713,0,14,12,1,11,1,0,1,0,1,0,0,0,0,0,0,0,0
3600,4,0000001|0000000000000000000000010,4,-127.972,321.255,1,345.806,2,14,12,12,0,5,5,0,2,0,2,1,1,1,0,1,0,0
3600,5,0000001|0000000000000000000000011,2,-45.7616,131.434,1,139.174,5,14,11,1,10,5,0,5,1,1,0,0,0,0,0,0,0,0
3600,6,0000001|0000000000000000000000100,4,173.29,-332.018,1,374.52,0,14,10,10,0,6,6,0,0,0,3,3,0,3,0,3,0,0
3600,7,0000001|0000000000000000000000101,2,60.3002,498.083,1,501.72,0,14,13,1,12,4,0,4,0,0,0,0,0,0,0,0,0,0
3600,8,0000001|0000000000000000000000110,2,321.264,268.561,1,418.731,0,14,7,0,7,1,0,1,0,1,0,0,0,0,0,0,0,0
3600,9,0000001|0000000000000000000000111,2,-201.182,-363.003,1,415.025,0,14,11,1,10,5,1,4,0,2,0,0,0,0,0,0,0,0
3600,10,0000001|0000000000000000000001000,4,-235.014,-196.458,1,306.313,2,14,13,13,0,7,7,0,2,0,3,2,1,2,0,2,0,0
3600,11,0000001|0000000000000000000001001,4,286.817,-4.68201,1,286.855,2,14,7,7,0,5,5,0,0,0,1,1,0,1,0,1,0,0
3600,12,0000001|0000000000000000000001010,2,-156.345,120.631,1,197.474,2,14,8,0,8,5,0,5,0,1,0,0,0,0,0,0,0,0
3600,13,0000001|0000000000000000000001011,2,-137.28,440.281,1,461.187,0,14,9,0,9,6,0,6,0,0,0,0,0,0,0,0,0,0
3600,14,0000001|0000000000000000000001100,4,212.075,496.261,1,539.677,0,14,10,10,0,5,5,0,1,0,2,2,0,2,0,2,0,0
3600,15,0000001|0000000000000000000001101,2,-9.62559,-488.531,1,488.626,0,14,6,0,6,1,0,1,0,0,0,0,0,0,0,0,0,0
3600,16,0000001|0000000000000000000001110,2,404.599,-172.352,1,439.779,0,14,9,0,9,1,0,1,0,0,0,0,0,0,0,0,0,0
3600,17,0000001|0000000000000000000001111,4,-315.654,384.095,1,497.159,0,14,9,9,0,4,4,0,1,0,2,2,0,2,0,2,0,0
3600,18,0000001|0000000000000000000010000,2,-395.717,231.97,1,458.696,0,14,15,1,14,5,0,5,0,1,0,0,0,0,0,0,0,0
3600,19,0000001|0000000000000000000010001,2,89.8786,-116.753,1,147.342,5,14,8,0,8,4,0,4,0,1,0,0,0,0,0,0,0,0
3600,20,0000001|0000000000000000000010010,2,312.639,-402.273,1,509.477,0,14,7,0,7,3,0,3,0,0,0,0,0,0,0,0,0,0
3600,21,0000001|0000000000000000000010011,2,-450.251,-283.655,1,532.153,0,14,7,0,7,4,0,4,0,0,0,0,0,0,0,0,0,0
3600,22,0000001|0000000000000000000010100,2,-174.662,27.5551,1,176.823,3,14,9,0,9,6,0,6,0,1,0,0,0,0,0,0,0,0
3600,23,0000001|0000000000000000000010101,2,449.393,235.607,1,507.41,0,14,11,1,10,4,1,3,0,1,0,0,0,0,0,0,0,0
3600,24,0000001|0000000000000000000010110,2,-325.344,-195.612,1,379.622,0,14,13,1,12,8,1,7,0,0,1,1,0,1,0,1,0,0
3600,25,0000001|0000000000000000000010111,2,-42.2926,442.989,1,445.003,1,14,10,1,9,3,1,2,0,0,1,1,0,1,0,1,0,0
3600,26,0000001|0000000000000000000011000,2,-278.027,-399.261,1,486.527,0,14,10,1,9,5,1,4,0,1,0,0,0,0,0,0,0,0
3600,27,0000001|0000000000000000000011001,2,-157.144,-386.747,1,417.454,2,14,8,0,8,5,0,5,0,0,0,0,0,0,0,0,0,0
3600,28,0000001|0000000000000000000011010,2,194.313,-411.455,1,455.031,0,14,10,1,9,6,1,5,0,1,0,0,0,0,0,0,0,0
3600,29,0000001|0000000000000000000011011,2,-336.364,93.8163,1,349.203,0,14,12,1,11,6,1,5,0,2,0,0,0,0,0,0,0,0
3600,30,0000001|0000000000000000000011100,4,175.888,-332.912,1,376.52,1,14,12,12,0,8,8,0,0,0,5,5,0,5,0,5,0,0
3600,31,0000001|0000000000000000000011101,2,-325.267,-296.005,1,439.793,0,14,9,0,9,3,0,3,0,2,0,0,0,0,0,0,0,0
3600,32,0000001|0000000000000000000011110,2,236.575,-468.976,1,525.267,0,14,14,1,13,4,0,4,0,2,0,0,0,0,0,0,0,0
3600,33,0000001|0000000000000000000011111,4,-41.8074,-12.1125,1,43.5295,5,14,14,14,0,11,11,0,1,0,6,6,1,5,1,5,0,0
3600,34,0000001|0000000000000000000100000,2,-162.196,275.193,1,319.436,0,14,9,0,9,5,0,5,0,1,0,0,0,0,0,0,0,0
3600,35,0000001|0000000000000000000100001,2,184.142,-256.168,1,315.485,1,14,10,1,9,7,1,6,0,1,1,1,0,1,0,1,0,0
3600,36,0000001|0000000000000000000100010,4,-271.398,53.2112,1,276.565,0,14,10,10,0,4,4,0,4,0,3,3,1,2,1,2,0,0
3600,37,0000001|0000000000000000000100011,2,-290.275,457.16,1,541.531,0,14,10,1,9,4,1,3,0,1,0,0,0,0,0,0,0,0
3600,38,0000001|0000000000000000000100100,2,35.8639,199.744,1,202.939,3,14,12,1,11,8,0,8,0,0,0,0,0,0,0,0,0,0
