Time,ID, Address, FType,X,Y,Z,GWDist,Data Rate, Tx Power, Tx,CTx,UCTx, Rx,CRx,UCRx, HD-CUL,HD-UUL, TXdl,Rxdl, Rx1, Rx2, Rx1_s, Rx2_s, Rx1_dc, Rx2_dc, MaxOT, OT
3600,3,0000001|0000000000000000000000000,4,-79.7291,367.992,1,405.476,0,14,9,9,0,8,8,0,1,0,6,5,4,2,3,2,0,0
3600,4,0000001|0000000000000000000000001,4,268.802,463.394,1,463.776,0,14,5,5,0,4,4,0,1,0,4,3,0,4,0,3,0,0
3600,5,0000001|0000000000000000000000010,2,-127.972,321.255,1,343.651,2,14,7,0,7,5,0,5,0,1,0,0,0,0,0,0,0,0
3600,6,0000001|0000000000000000000000011,4,-45.7616,131.434,1,242.876,2,14,7,7,0,7,7,0,0,0,4,3,1,3,1,2,0,0
3600,7,0000001|0000000000000000000000100,2,173.29,-332.018,1,340.764,0,14,7,0,7,6,0,6,0,0,0,0,0,0,0,0,0,0
3600,8,0000001|0000000000000000000000101,2,60.3002,498.083,1,532.985,0,14,9,0,9,5,0,5,0,3,0,0,0,0,0,0,0,0
3600,9,0000001|0000000000000000000000110,4,321.264,268.561,1,277.856,2,14,5,5,0,3,3,0,1,0,2,2,0,2,0,2,0,0
3600,10,0000001|0000000000000000000000111,2,-201.182,-363.003,1,366.271,1,14,7,0,7,3,0,3,0,1,0,0,0,0,0,0,0,0
3600,11,0000001|0000000000000000000001000,4,-235.014,-196.458,1,197.029,3,14,5,5,0,4,4,0,1,0,2,2,1,1,1,1,0,0
3600,12,0000001|0000000000000000000001001,4,286.817,-4.68201,1,37.1164,5,14,15,15,0,13,13,0,0,0,9,9,1,8,1,8,0,0
3600,13,0000001|0000000000000000000001010,2,-156.345,120.631,1,152.719,4,14,12,1,11,10,1,9,0,1,1,1,0,1,0,1,0,0
3600,14,0000001|0000000000000000000001011,4,-137.28,440.281,1,454.482,0,14,8,8,0,5,5,0,1,0,3,3,0,3,0,3,0,0
3600,15,0000001|0000000000000000000001100,4,212.075,496.261,1,497.708,0,14,9,9,0,7,7,0,2,0,4,4,2,2,2,2,0,0
