Time,ID, Address, FType,X,Y,Z,GWDist,Data Rate, Tx Power, Tx,CTx,UCTx, Rx,CRx,UCRx, HD-CUL,HD-UUL, TXdl,Rxdl, Rx1, Rx2, Rx1_s, Rx2_s, Rx1_dc, Rx2_dc, MaxOT, OT
3600,3,0000001|0000000000000000000000000,2,-79.7291,367.992,1,405.476,0,14,9,0,9,8,0,8,0,0,0,0,0,0,0,0,0,0
3600,4,0000001|0000000000000000000000001,2,268.802,463.394,1,463.776,0,14,6,0,6,3,0,3,0,1,0,0,0,0,0,0,0,0
3600,5,0000001|0000000000000000000000010,4,-127.972,321.255,1,343.651,1,14,7,7,0,7,7,0,0,0,4,4,1,3,1,3,0,0
3600,6,0000001|0000000000000000000000011,4,-45.7616,131.434,1,242.876,3,14,10,10,0,7,7,0,1,0,6,6,4,2,4,2,0,0
3600,7,0000001|0000000000000000000000100,4,173.29,-332.018,1,340.764,2,14,8,8,0,7,7,0,1,0,4,3,2,2,1,2,0,0
3600,8,0000001|0000000000000000000000101,2,60.3002,498.083,1,532.985,0,14,8,0,8,3,0,3,0,1,0,0,0,0,0,0,0,0
3600,9,0000001|0000000000000000000000110,2,321.264,268.561,1,277.856,3,14,5,0,5,4,0,4,0,1,0,0,0,0,0,0,0,0
3600,10,0000001|0000000000000000000000111,4,-201.182,-363.003,1,366.271,0,14,6,6,0,5,5,0,0,0,5,4,2,3,1,3,0,0
3600,11,0000001|0000000000000000000001000,4,-235.014,-196.458,1,197.029,3,14,5,5,0,4,4,0,0,0,1,1,0,1,0,1,0,0
3600,12,0000001|0000000000000000000001001,4,286.817,-4.68201,1,37.1164,5,14,16,16,0,13,13,0,3,0,6,5,2,4,2,3,0,0
3600,13,0000001|0000000000000000000001010,4,-156.345,120.631,1,152.719,4,14,12,12,0,10,10,0,0,0,6,4,3,3,1,3,0,0
3600,14,0000001|0000000000000000000001011,2,-137.28,440.281,1,454.482,0,14,7,0,7,4,0,4,0,3,0,0,0,0,0,0,0,0
3600,15,0000001|0000000000000000000001100,2,212.075,496.261,1,497.708,0,14,9,0,9,7,0,7,0,1,0,0,0,0,0,0,0,0
3600,16,0000001|0000000000000000000001101,4,-9.62559,-488.531,1,544.466,0,14,13,13,0,10,10,0,2,0,6,5,3,3,3,2,0,0
3600,17,0000001|0000000000000000000001110,4,404.599,-172.352,1,231.53,2,14,6,6,0,6,6,0,0,0,3,2,1,2,0,2,0,0
3600,18,0000001|0000000000000000000001111,2,-315.654,384.095,1,389.667,0,14,10,1,9,7,1,6,0,2,0,0,0,0,0,0,0,0
3600,19,0000001|0000000000000000000010000,2,-395.717,231.97,1,273.941,2,14,12,1,11,11,1,10,0,0,0,0,0,0,0,0,0,0
3600,20,0000001|0000000000000000000010001,4,89.8786,-116.753,1,198.167,3,14,10,10,0,10,10,0,0,0,9,6,3,6,0,6,0,0
3600,21,0000001|0000000000000000000010010,4,312.639,-402.273,1,407.121,0,14,6,6,0,4,4,0,0,0,3,2,0,3,0,2,0,0
3600,22,0000001|0000000000000000000010011,4,-450.251,-283.655,1,347.219,1,14,17,17,0,12,12,0,2,0,9,7,4,5,2,5,0,0
3600,23,0000001|0000000000000000000010100,2,-174.662,27.5551,1,80.2205,5,14,9,0,9,8,0,8,0,1,0,0,0,0,0,0,0,0
3600,24,0000001|0000000000000000000010101,4,449.393,235.607,1,308.656,2,14,8,8,0,4,4,0,0,0,3,3,1,2,1,2,0,0
3600,25,0000001|0000000000000000000010110,2,-325.344,-195.612,1,209.621,4,14,8,0,8,2,0,2,0,0,0,0,0,0,0,0,0,0
3600,26,0000001|0000000000000000000010111,4,-42.2926,442.989,1,489.266,1,14,12,12,0,10,10,0,0,0,7,6,2,5,1,5,0,0
3600,27,0000001|0000000000000000000011000,2,-278.027,-399.261,1,400.244,0,14,8,0,8,5,0,5,0,2,0,0,0,0,0,0,0,0
3600,28,0000001|0000000000000000000011001,4,-157.144,-386.747,1,397.738,0,14,10,10,0,7,7,0,0,0,3,1,1,2,1,0,0,0
3600,29,0000001|0000000000000000000011010,4,194.313,-411.455,1,415.207,1,14,7,7,0,5,5,0,1,0,4,4,1,3,1,3,0,0
